On-Time Staus of Flight,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
1,4,2,1,1,1,29,CHARLOTTE,26,4,53000,1,5:30,7:25,1:55,115,12,2,1,1,2,2,2,2,2,3,3,3,3,0,4,6,6,6,6,6,6,6,4,4,6,6,6,4,3,4,2,,,,,6,5,4,2,3,OH,44092,US,11,6,1,2,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,53000,1,5:30,7:25,1:55,115,1,4,1,1,1,0,0,2,2,4,4,4,5,5,5,5,5,5,6,4,6,4,4,5,6,5,5,4,4,5,2,,,,,5,5,5,2,3,NC,27613,US,12,4,2,3,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,51500,1,5:15,7:25,2:10,130,1,4,1,2,1,1,2,1,2,6,4,3,4,2,5,6,6,6,6,6,6,6,3,4,6,6,6,4,6,5,1,4,6,,,5,4,3,1,3,NC,28214,US,12,4,2,3,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,40000,1,4:00,7:25,3:25,205,2,6,1,2,1,2,2,1,2,3,3,1,4,2,0,6,6,3,6,6,6,6,4,6,6,6,6,6,4,4,2,,,,,6,4,4,2,1,CA,,US,2,7,2,0,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,45000,1,4:50,7:25,2:35,155,1,4,1,2,1,2,2,1,2,6,3,3,5,5,5,6,3,6,6,6,6,6,4,5,6,6,6,4,6,5,2,,,,,1,5,5,2,1,CA,94610,US,3,3,1,4,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,54500,1,5:45,7:25,1:40,100,2,8,1,0,0,2,2,2,2,5,4,4,4,4,4,6,6,4,4,6,6,6,4,5,5,6,6,5,5,5,2,,,,,3,5,5,2,1,CA,94925,US,6,6,2,0,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,61000,1,6:10,7:25,1:15,75,1,7,2,1,2,2,1,3,2,6,2,3,2,6,4,6,6,6,6,6,6,0,3,3,3,3,3,3,3,5,2,,,,,6,5,5,2,3,NC,28270,US,12,4,1,4,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,60000,1,6:00,7:25,1:25,85,1,3,1,2,2,2,2,2,2,6,2,3,4,4,3,3,3,4,6,6,6,6,3,4,6,6,6,3,3,5,2,,,,,11,5,5,2,4,NC,27028,US,12,4,2,2,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,54500,1,5:45,7:25,1:40,100,2,6,1,2,2,2,2,3,2,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,,,,,7,4,4,2,1,CA,94087,US,4,6,2,3,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,54000,1,5:40,7:25,1:45,105,2,2,1,2,1,2,2,2,2,4,3,3,4,3,3,3,3,4,3,4,6,6,0,3,3,3,3,3,3,4,1,5,4,6,,2,5,5,1,1,CA,94526,US,5,3,2,3,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,50000,1,5:00,7:25,2:25,145,1,9,1,2,1,2,1,5,2,4,2,3,4,4,3,3,3,4,6,4,6,4,3,4,6,3,4,3,3,4,1,3,5,,,7,5,4,1,3,NC,28601,US,12,4,1,4,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,40000,1,4:00,7:25,3:25,205,2,8,1,2,1,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,,,,,6,3,3,2,1,CA,94108,US,2,4,0,2,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,60000,1,6:00,7:25,1:25,85,1,8,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,6,6,6,6,6,4,4,6,6,6,3,2,5,2,,,,,5,4,4,2,3,NC,,US,12,4,1,0,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,54500,1,5:45,7:25,1:40,100,1,8,1,2,1,2,2,1,2,6,6,6,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,6,5,5,2,,,,,5,5,5,2,3,VA,23664,US,12,6,2,2,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,53000,1,5:30,7:25,1:55,115,1,1,1,1,0,2,2,4,2,3,4,3,3,3,4,3,3,4,4,6,3,6,3,2,3,6,6,3,2,3,2,,,,,1,3,1,2,1,CA,94588,US,3,6,1,4,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,50000,1,5:00,7:25,2:25,145,1,9,1,2,1,2,2,1,2,0,3,6,3,4,4,6,6,4,6,5,6,4,4,5,6,5,5,5,5,5,2,,,,,5,4,4,2,3,GA,30288,US,12,4,2,2,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,60000,1,6:00,7:25,1:25,85,3,2,1,1,1,0,0,2,2,4,4,3,4,4,4,6,6,4,4,4,4,6,4,4,4,4,6,4,4,4,1,4,,,,3,5,3,2,1,CA,,US,6,5,2,2,1,1
1,4,2,1,1,1,29,CHARLOTTE,26,4,50000,1,5:00,7:25,2:25,145,1,9,2,1,1,2,2,2,2,3,4,5,5,5,4,6,6,4,6,5,6,5,5,5,6,5,5,5,5,5,2,,,,,7,5,3,2,3,VA,24502,US,12,5,1,3,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,63000,1,6:30,8:25,1:55,115,1,1,2,2,1,2,2,5,1,5,4,4,4,4,3,6,6,3,4,6,6,6,4,5,5,6,6,4,4,3,1,3,,,,2,5,5,2,1,CA,94801,US,5,4,2,1,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,63000,1,6:30,8:25,1:55,115,2,9,1,2,1,2,2,2,1,6,4,4,2,4,4,6,6,4,6,4,6,4,4,4,6,6,4,4,4,3,2,,,,,9,5,5,2,3,TX,78249,US,11,4,1,2,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,62000,1,6:20,8:25,2:05,125,2,1,2,2,2,2,2,4,1,3,3,3,4,4,4,6,6,4,4,6,6,6,4,4,6,6,6,3,3,4,2,,,,,6,4,4,2,1,CA,94066,US,2,4,2,0,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,61500,1,6:15,8:25,2:10,130,2,6,1,1,1,2,2,4,1,4,3,4,5,5,5,6,6,5,6,6,6,6,5,3,6,6,0,4,4,3,2,,,,,6,5,5,2,1,CA,94014,US,2,6,2,2,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,3,2,2,2,2,2,2,3,1,4,4,5,4,3,4,4,4,3,6,4,6,6,4,4,6,3,6,4,3,4,1,4,5,,,5,5,5,2,1,CA,94118,US,1,2,2,1,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,3,1,1,1,1,2,2,5,2,4,3,3,4,5,5,3,3,4,4,4,3,3,4,4,4,4,4,4,4,5,2,,,,,5,5,3,2,1,CA,94127,US,1,4,1,3,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,2,1,2,2,1,2,1,4,2,3,3,3,4,4,4,4,4,5,5,6,4,0,4,5,3,6,3,3,3,4,2,,,,,6,5,5,2,1,CA,94005,US,2,5,2,3,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,1,4,2,2,1,2,0,4,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,2,,,,,5,5,5,2,1,CA,94114,US,1,6,0,4,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,3,2,2,2,2,2,2,4,2,5,2,3,4,5,5,6,6,4,4,6,6,6,4,5,6,6,6,6,4,5,1,3,,,,5,5,4,2,1,CA,94117,US,1,3,1,3,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,3,6,2,2,2,2,2,3,2,6,6,6,4,4,4,4,4,4,6,6,6,6,4,4,6,6,6,6,4,4,1,4,6,,,5,5,5,2,3,,,PHILIPPINES,16,3,1,3,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,71000,1,7:10,8:25,1:15,75,1,4,2,1,2,2,2,4,2,5,4,0,4,0,0,0,0,4,4,6,2,6,4,3,3,6,6,3,3,5,2,,,,,5,5,0,2,1,CA,94110,US,1,4,2,4,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,3,1,1,1,1,2,2,5,2,5,5,4,5,4,4,6,6,4,4,4,4,4,4,3,3,3,3,3,3,3,2,,,,,5,5,5,2,1,CA,94127,US,1,4,1,4,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,3,6,1,2,1,1,2,3,2,4,3,4,4,4,4,6,6,4,6,4,6,6,4,5,6,5,6,5,5,5,2,,,,,5,5,5,2,1,CA,94118,US,1,2,0,1,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,2,2,1,1,1,2,2,3,0,5,4,4,5,5,5,2,2,5,6,5,6,6,4,5,6,5,6,4,4,5,2,,,,,6,5,5,2,1,CA,94403,US,2,4,2,3,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,,3,N,8:25,N,,2,2,2,2,1,2,2,5,2,4,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,5,2,,,,,6,5,4,2,1,CA,94401,US,2,4,1,4,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,71000,1,7:10,8:25,1:15,75,2,2,1,2,1,2,2,1,2,2,4,3,4,4,3,3,3,4,3,6,6,6,4,4,4,6,6,4,4,4,2,,,,,7,5,0,2,1,CA,94084,US,4,3,1,2,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,62500,1,6:25,8:25,2:00,120,3,1,2,2,1,2,2,1,2,3,3,3,3,3,2,3,3,3,4,4,4,6,4,3,3,3,3,3,3,4,1,4,,,,7,5,4,2,1,CA,95129,US,4,5,1,0,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,71500,1,7:15,8:25,1:10,70,1,2,2,2,2,2,1,3,2,4,4,4,4,4,2,6,6,5,5,5,6,4,5,5,5,5,5,5,5,5,2,,,,,6,5,5,2,1,CA,94062,US,2,6,2,2,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,71000,1,7:10,8:25,1:15,75,3,2,1,2,2,2,2,3,2,3,4,4,4,4,4,6,6,4,6,6,6,6,4,5,6,6,6,4,4,5,2,,,,,8,5,5,2,1,CA,94591,US,8,3,1,3,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,71500,1,7:15,8:25,1:10,70,3,2,1,2,2,2,2,2,2,5,4,4,5,5,5,5,5,5,5,5,5,6,5,4,6,6,6,6,4,5,1,5,,,,6,5,5,2,1,CA,94404,US,2,3,1,2,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,71000,1,7:10,8:25,1:15,75,6,2,2,2,2,2,2,4,2,4,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,5,4,3,,,,,5,5,5,2,1,CA,,US,2,2,1,1,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,63000,1,6:30,8:25,1:55,115,6,1,2,1,1,2,2,1,2,4,3,4,5,3,3,6,6,4,4,6,5,6,4,5,6,6,0,5,6,5,1,4,10,,,7,5,5,2,1,CA,95112,US,4,3,2,2,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,72500,1,7:25,8:25,1:00,60,3,2,1,2,2,2,2,3,2,5,6,4,4,5,5,6,6,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,6,5,5,2,3,CA,92081,US,10,7,2,0,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,70000,1,7:00,8:25,1:25,85,3,2,2,2,1,1,2,5,2,2,3,3,3,4,4,2,2,3,3,3,3,3,3,4,6,6,6,3,3,4,1,3,,,,6,4,4,2,1,CA,94037,US,2,4,2,4,1,1
1,2,1,1,1,1,25,SAN DIEGO,23,4,71000,1,7:10,8:25,1:15,75,3,2,2,2,1,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,6,6,4,4,4,4,6,4,4,4,2,,,,,6,4,3,2,1,CA,94030,US,2,6,2,2,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,73000,1,7:30,9:55,2:25,145,1,7,2,2,1,2,2,3,1,6,4,6,4,6,6,6,6,6,6,6,6,6,4,3,6,6,6,2,6,5,2,,,,,6,5,1,2,3,AZ,85383,US,10,4,1,4,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83000,1,8:30,9:55,1:25,85,1,7,2,1,2,2,2,5,1,3,2,3,4,6,2,6,6,4,6,6,6,6,4,3,6,6,6,3,4,3,2,,,,,6,5,3,2,3,CA,92625,US,10,6,1,4,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83000,1,8:30,9:55,1:25,85,2,5,2,2,2,2,2,4,1,4,4,6,5,5,5,6,6,6,6,5,6,6,5,4,6,5,6,4,3,4,1,4,11,,,2,3,3,2,1,CA,94597,US,5,3,1,3,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83000,1,8:30,9:55,1:25,85,2,2,1,2,2,2,2,3,1,4,4,3,4,4,4,6,6,4,6,6,6,6,4,4,6,6,6,4,3,3,2,,,,,5,5,3,2,1,CA,94104,US,1,3,1,0,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83000,1,8:30,9:55,1:25,85,2,2,2,1,2,2,2,3,2,5,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,,5,5,0,2,1,CA,,US,1,5,2,2,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83000,1,8:30,9:55,1:25,85,1,1,2,1,1,2,2,5,2,3,4,4,0,4,4,6,6,3,5,5,6,6,4,3,5,0,0,3,3,5,2,,,,,5,5,5,1,1,CA,94109,US,1,4,1,4,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83000,1,8:30,9:55,1:25,85,2,1,1,1,1,2,2,3,2,3,3,3,4,4,4,2,2,4,4,6,3,6,3,4,4,6,6,3,3,3,2,,,,,6,5,5,2,1,CA,94403,US,2,4,2,4,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,85500,1,8:55,9:55,1:00,60,2,2,2,2,1,2,2,4,2,0,4,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,5,2,,,,,6,5,4,2,1,CA,94010,US,2,3,2,2,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83500,1,8:35,9:55,1:20,80,1,4,2,1,1,2,2,4,2,5,4,4,4,4,5,4,4,5,4,5,4,6,5,5,5,5,5,5,5,5,2,,,,,5,5,5,2,1,CA,94109,US,1,3,2,4,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83000,1,8:30,9:55,1:25,85,1,4,1,2,2,1,2,1,2,3,6,4,4,4,4,4,4,6,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,5,5,5,2,3,CA,91355,US,10,2,1,0,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,81500,1,8:15,9:55,1:40,100,2,4,2,1,2,2,2,4,2,5,4,3,5,5,5,5,5,5,5,6,5,6,4,4,6,6,6,4,4,5,2,,,,,5,5,5,2,1,CA,94114,US,1,3,2,4,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,90000,1,9:00,9:55,0:55,55,1,2,2,2,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,6,6,6,5,4,6,6,6,4,5,5,1,3,7,,,6,5,5,2,1,CA,94403,US,2,4,1,2,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,85000,1,8:50,9:55,1:05,65,2,1,2,1,1,2,2,4,2,3,2,3,3,4,3,3,3,4,4,4,4,6,4,5,5,4,6,4,5,4,2,,,,,6,5,5,2,1,CA,94025,US,2,6,1,3,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,90000,1,9:00,9:55,0:55,55,3,2,2,2,1,2,2,3,2,5,3,3,3,3,4,5,5,4,6,6,6,6,4,4,4,6,6,3,3,5,1,4,,,,6,5,5,2,1,CA,94010,US,2,5,2,0,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,84500,1,8:45,9:55,1:10,70,1,4,0,0,1,2,2,3,2,4,3,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,3,2,,,,,5,5,5,2,3,CA,,US,10,2,2,4,1,1
2,2,1,1,1,1,25,SANTA ANA,31,4,83500,1,8:35,9:55,1:20,80,3,4,1,1,2,2,2,4,2,5,4,4,5,5,5,6,6,5,5,6,6,6,4,5,6,6,6,5,5,5,2,,,,,5,5,4,2,1,CA,94103,US,1,7,1,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,91500,1,9:15,11:00,1:45,105,4,6,1,2,1,1,2,3,1,4,5,4,5,5,5,6,6,5,6,5,6,6,5,5,6,5,6,5,5,5,2,,,,,1,5,5,2,3,ME,4107,US,12,2,2,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,90000,1,9:00,11:00,2:00,120,1,7,1,1,2,2,2,2,1,3,6,4,5,6,5,6,6,6,6,6,6,6,4,5,6,6,6,6,6,4,2,,,,,5,5,5,2,3,MI,49127,US,11,4,2,1,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,81500,1,8:15,11:00,2:45,165,1,9,2,1,1,2,2,1,1,4,3,3,4,4,4,6,6,4,6,4,6,3,4,3,6,4,4,3,3,5,2,,,,,6,5,5,2,3,IN,46550,US,11,4,1,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,1,7,2,2,2,2,2,3,1,3,6,6,4,4,5,6,6,3,6,6,6,6,4,4,6,6,6,6,4,5,2,,,,,5,5,5,2,3,CT,6443,US,12,6,1,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,6,2,1,2,2,2,2,1,2,3,4,4,4,4,4,4,4,4,4,5,6,6,4,5,4,5,6,4,4,4,2,,,,,5,5,5,2,1,CA,94110,US,1,3,2,1,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,70000,1,7:00,11:00,4:00,240,6,2,1,1,1,2,1,3,2,5,3,3,4,4,4,6,6,4,4,6,6,6,4,5,6,6,6,4,3,5,2,,,,,5,5,4,2,1,CA,94121,US,1,5,1,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,73000,1,7:30,11:00,3:30,210,3,9,1,1,1,2,2,1,1,3,3,3,3,3,2,6,6,3,3,3,6,4,3,4,4,4,4,4,4,4,2,,,,,5,4,3,2,3,NY,11746,US,12,5,1,4,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,90000,1,9:00,11:00,2:00,120,3,5,1,2,1,2,2,3,1,6,3,3,4,4,4,6,6,4,4,4,6,3,4,4,4,4,4,4,4,5,2,,,,,5,4,0,0,1,CA,,US,1,3,1,1,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,92000,1,9:20,11:00,1:40,100,1,5,2,1,1,1,2,3,2,3,3,2,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,5,1,4,,,,9,3,2,2,3,IL,60661,US,11,3,1,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,6,4,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,6,6,4,6,6,3,4,6,4,6,3,3,4,2,,,,,5,5,4,2,3,TX,75214,US,11,3,2,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,90000,3,9:00,11:00,2:00,120,2,7,1,1,2,2,2,1,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,,,,,5,5,5,2,3,NJ,8810,US,12,2,1,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,2,2,1,1,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,0,,,,,5,3,2,2,1,CA,94121,US,1,3,2,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,83500,1,8:35,11:00,2:25,145,2,8,1,1,1,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,,,,,5,5,5,2,3,IL,60133,US,11,6,2,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,92500,1,9:25,11:00,1:35,95,3,5,1,0,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,3,2,,,,,5,5,5,2,1,CA,,US,1,7,2,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,2,2,1,2,2,2,2,1,2,2,3,3,4,4,4,4,4,4,4,3,3,3,5,5,4,4,4,4,5,5,2,,,,,5,4,4,2,1,CA,,US,1,2,1,0,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,94800,1,9:48,11:00,1:12,72,2,2,2,2,3,2,2,3,2,6,4,4,5,3,4,3,3,5,6,6,6,6,4,4,6,6,6,4,2,5,2,,,,,6,5,4,2,1,CA,94010,US,2,3,1,1,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,6,1,1,2,2,1,0,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,5,2,,,,,3,5,5,2,1,CA,94947,US,6,6,2,4,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,1,4,2,1,1,2,2,4,2,2,3,2,2,2,1,1,0,4,6,2,6,2,2,2,6,2,2,2,2,5,2,,,,,5,4,0,2,3,IL,60201,US,11,7,1,4,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,100000,1,10:00,11:00,1:00,60,1,9,1,2,1,1,2,1,2,4,3,3,2,4,3,3,3,3,3,4,6,3,3,4,6,4,4,6,3,4,2,,,,,7,3,4,2,3,NM,3766,US,10,4,1,3,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,3,8,0,0,0,1,1,4,2,3,2,3,3,4,4,3,3,3,3,3,3,6,3,3,3,3,6,1,1,3,2,,,,,5,3,3,2,1,CA,94107,US,1,3,2,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,3,1,2,1,2,2,2,3,2,5,3,3,2,2,3,3,3,2,2,4,6,2,0,3,3,3,4,3,4,4,2,,,,,7,3,2,2,1,CA,94024,US,4,5,2,2,1,1
1,2,3,1,2,1,25,CHICAGO-MIDW,31,4,93000,1,9:30,11:00,1:30,90,3,1,2,2,1,2,2,2,2,5,6,3,3,3,3,6,6,3,3,6,3,6,3,4,4,6,6,6,3,3,2,,,,,6,5,3,1,1,CA,94452,US,2,6,2,2,1,1
1,3,4,4,1,2,2,TORONTO,91,4,60000,1,6:00,8:00,2:00,120,1,9,1,2,2,2,2,1,1,6,6,6,5,5,5,6,6,5,5,5,6,5,5,5,6,5,5,6,5,5,1,4,4,,,28,5,5,2,3,ON,,CANADA,13,5,1,2,1,1
1,3,4,4,1,2,2,TORONTO,91,4,60000,1,6:00,8:00,2:00,120,1,9,1,2,1,2,2,1,1,6,4,6,5,5,5,6,6,5,6,5,6,5,5,5,6,5,5,5,6,5,2,,,,,5,5,5,2,3,ON,,CANADA,13,5,1,0,1,1
1,3,4,4,1,2,2,TORONTO,91,4,61500,1,6:15,8:00,1:45,105,1,7,1,2,2,2,2,3,1,6,4,3,2,4,4,6,6,3,3,3,6,3,4,4,6,4,4,4,4,5,1,3,14,,,6,5,5,2,3,ON,,CANADA,13,3,2,2,1,1
1,3,4,4,1,2,2,TORONTO,91,4,50000,1,5:00,8:00,3:00,180,2,4,1,2,2,2,2,1,1,6,6,6,4,4,4,6,6,4,6,6,6,6,4,5,6,6,6,5,5,5,2,,,,,5,4,4,1,3,,,NEW ZEALAND,19,5,2,2,1,1
1,3,4,4,1,2,2,TORONTO,91,4,53000,1,5:30,8:00,2:30,150,1,4,2,2,2,2,2,5,1,3,4,3,4,4,4,4,4,4,6,6,6,6,4,5,6,6,6,4,4,5,2,,,,,5,5,4,2,3,NB,,CANADA,13,4,1,4,1,1
1,3,4,4,1,2,2,TORONTO,91,4,43000,1,4:30,8:00,3:30,210,2,3,2,2,1,2,2,2,1,5,3,3,4,5,5,6,6,6,6,6,6,6,5,5,6,6,6,5,4,4,2,,,,,11,4,4,2,4,ON,,CANADA,13,4,2,0,1,1
1,3,4,4,1,2,2,TORONTO,91,4,63500,1,6:35,8:00,1:25,85,1,6,1,2,2,1,1,3,2,3,6,6,4,5,4,6,6,6,6,6,6,6,3,4,6,6,6,6,6,3,3,,,,,1,3,3,1,1,CA,94703,US,3,0,0,4,1,1
1,3,4,4,1,2,2,TORONTO,91,4,60000,1,6:00,8:00,2:00,120,1,9,2,2,1,2,2,1,2,5,4,4,4,4,5,5,4,4,6,4,4,4,5,5,5,5,5,5,5,5,2,,,,,7,5,5,2,3,ON,,CANADA,13,4,1,4,1,1
1,3,4,4,1,2,2,TORONTO,91,4,60000,1,6:00,8:00,2:00,120,1,2,1,2,1,2,2,1,2,5,5,6,3,5,4,5,5,6,6,6,6,6,5,5,6,6,0,5,5,5,2,,,,,12,5,5,2,3,ON,,CANADA,13,6,1,0,1,1
1,3,4,4,1,2,2,TORONTO,91,4,50000,1,5:00,8:00,3:00,180,1,4,2,2,2,2,2,1,2,6,6,6,3,3,3,3,3,4,6,6,6,6,3,4,6,6,6,6,3,3,2,,,,,5,3,5,2,3,ON,,CANADA,13,3,2,3,1,1
1,3,4,4,1,2,2,TORONTO,91,4,63000,1,6:30,8:00,1:30,90,2,9,1,2,1,2,2,1,2,6,6,6,6,3,3,6,6,6,6,3,6,3,3,5,6,5,4,6,6,3,2,,,,,5,5,5,2,3,ON,,CANADA,13,5,2,0,1,1
1,3,4,4,1,2,2,TORONTO,91,4,50000,1,5:00,8:00,3:00,180,1,6,1,2,1,2,2,1,2,6,3,6,4,4,4,4,4,6,6,6,6,6,4,4,6,6,6,3,4,4,2,,,,,12,4,4,2,3,,,FRANCE,15,3,1,1,1,1
1,3,4,4,1,2,2,TORONTO,91,4,60000,1,6:00,8:00,2:00,120,2,1,2,2,1,2,2,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,2,,,,,2,5,5,2,1,CA,94517,US,5,4,2,4,1,1
1,3,4,4,1,2,2,TORONTO,91,4,60000,1,6:00,8:00,2:00,120,2,1,2,2,1,2,2,6,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,2,,,,,2,5,5,2,1,CA,94517,US,5,1,2,4,1,1
