On-Time Staus of Flight,DESTMARK,DESTGEO,TERM,STRATA,ATYPE,AIRLINE,DEST,GATE,INTDATE,Q1,Q1A,Q1MIL,DEPTIME,PASSTIME,PASSMIN,Q2_1,Q3_1,Q4A,Q4B,Q4C,Q5,Q6,Q7,SAQ,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q8G,Q8H,Q8I,Q8J,Q8K,Q8L,Q8M,Q8N,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q11,Q12,Q13,Q13A1,Q13A2,Q13A3,Q14,Q15A,Q15B,Q16,Q17,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q19,Q20,Q21,MAIL,LANG
1,2,8,4,3,2,36,TAIPEI,101,9,,2,N,17:50,N,,3,2,1,1,1,2,2,1,2,6,3,2,0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,,,,,5,0,0,2,3,WI,54601,US,11,3,2,1,1,4
1,2,8,4,3,2,36,TAIPEI,101,9,,2,N,17:50,N,,2,2,1,2,1,2,1,1,2,6,6,4,4,4,4,6,6,6,6,6,6,6,4,4,6,6,6,6,4,3,2,,,,,5,4,3,2,3,,,TAIWAN,16,3,2,2,1,4
1,2,8,4,3,2,36,TAIPEI,101,9,,2,N,17:50,N,,8,8,1,2,2,2,2,2,2,3,3,4,5,5,5,6,6,5,5,6,6,6,4,5,6,6,6,5,5,5,2,,,,,7,5,5,2,1,CA,,US,4,6,2,0,1,4
1,1,1,4,2,1,16,LONG BEACH,1,9,103000,1,10:30,12:35,2:05,125,2,3,1,2,2,2,2,3,1,3,6,6,4,4,4,5,5,4,6,6,6,6,4,5,6,6,6,6,5,0,2,,,,,11,5,5,2,4,CA,,US,10,4,2,2,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,,3,N,12:35,N,,2,2,1,2,2,2,1,3,1,4,4,4,4,5,5,6,6,6,6,6,6,6,5,5,6,6,6,4,5,5,2,,,,,7,5,5,2,1,CA,,US,4,5,1,3,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,103000,1,10:30,12:35,2:05,125,2,3,1,2,1,2,2,2,1,3,4,4,4,5,5,4,4,5,0,6,6,6,5,5,6,6,6,5,5,5,2,,,,,11,5,5,2,4,CA,,US,10,2,1,1,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,103500,1,10:35,12:35,2:00,120,3,4,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,6,4,4,5,2,,,,,12,4,4,2,3,CA,90630,US,10,4,2,3,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,103000,1,10:30,12:35,2:05,125,6,9,0,1,0,2,2,1,2,5,5,5,5,5,5,5,5,4,4,4,4,6,4,4,4,4,4,6,4,5,2,,,,,5,5,1,2,3,CA,91709,US,10,6,0,4,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,103000,1,10:30,12:35,2:05,125,3,4,1,1,1,2,2,1,2,4,4,4,4,4,4,4,4,0,6,6,6,6,5,4,6,6,6,4,6,4,2,,,,,5,5,5,2,3,CA,90630,US,10,6,2,1,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,110000,1,11:00,12:35,1:35,95,3,2,2,2,2,1,2,1,2,4,6,5,4,5,5,5,5,5,5,6,6,6,5,5,6,6,6,5,5,4,2,,,,,5,4,5,2,3,CA,92679,US,10,2,2,1,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,110000,1,11:00,12:35,1:35,95,5,4,2,2,2,2,2,2,2,6,3,3,3,3,3,4,4,6,6,6,6,6,4,4,6,6,6,3,3,3,2,,,,,5,3,1,2,3,CA,92866,US,10,5,1,4,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,110000,1,11:00,12:35,1:35,95,1,4,1,2,1,2,2,2,2,6,4,6,3,5,5,6,6,6,6,5,6,6,4,5,6,6,6,6,6,5,2,,,,,5,5,2,2,3,CA,,US,10,4,1,2,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,100000,1,11:00,12:35,1:35,95,3,2,0,1,1,2,2,3,2,5,4,5,4,4,4,3,4,3,5,6,4,6,5,5,5,6,6,4,5,5,1,3,5,,,17,4,3,2,1,CA,95033,US,4,4,2,4,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,103000,1,10:30,12:35,2:05,125,1,7,2,2,1,2,2,1,2,5,4,4,4,5,5,6,5,4,0,0,0,0,4,5,6,6,6,5,5,5,2,,,,,6,4,4,2,3,CA,90805,US,10,6,2,3,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,110000,1,11:00,12:35,1:35,95,3,2,2,2,2,2,2,2,2,6,3,3,3,3,3,6,6,4,4,6,4,6,4,5,6,6,6,5,5,3,1,4,5,,,7,5,2,2,1,CA,95051,US,4,3,1,2,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,110000,1,11:00,12:35,1:35,95,2,5,2,2,2,2,2,4,2,5,4,4,4,5,5,6,6,6,6,6,6,6,4,5,6,6,6,5,5,4,2,,,,,5,4,3,2,3,CA,92657,US,10,6,2,3,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,110000,1,11:00,12:35,1:35,95,2,7,2,2,2,1,2,1,2,4,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,2,,,,,5,5,5,2,3,CA,90008,US,10,3,1,1,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,113000,1,11:30,12:35,1:05,65,2,3,2,2,2,1,2,2,2,3,3,3,3,4,4,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,1,5,,,,11,5,5,2,4,CA,90248,US,10,4,2,1,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,,3,N,12:35,N,,2,7,2,2,2,1,2,1,2,4,4,4,4,4,5,4,4,0,0,0,0,0,4,0,0,0,0,0,5,5,2,,,,,5,5,5,2,3,CA,90043,US,10,5,2,1,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,101500,1,10:15,12:35,2:20,140,2,5,1,2,1,2,2,1,2,6,3,4,4,5,4,4,4,6,6,6,6,6,4,5,6,6,6,4,4,4,2,,,,,5,3,3,2,3,CA,91701,US,10,3,2,2,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,,3,N,12:35,N,,3,4,1,0,0,1,2,1,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,5,3,3,2,3,CA,90630,US,10,1,2,5,1,1
1,1,1,4,2,1,16,LONG BEACH,1,9,103000,1,10:30,12:35,2:05,125,2,4,1,0,0,2,2,5,2,4,3,3,3,3,3,3,3,2,3,4,4,2,3,3,3,3,2,4,3,4,2,,,,,5,3,4,2,3,MN,55419,US,11,4,1,2,1,1
3,3,2,4,2,1,16,BOSTON,1,9,123500,2,12:35,13:50,1:15,75,2,6,2,2,2,2,2,1,1,3,6,6,3,3,3,6,6,6,6,6,6,6,3,5,6,6,6,6,4,5,2,,,,,5,3,3,2,3,MA,2743,US,12,3,1,2,1,1
3,3,2,4,2,1,16,BOSTON,1,9,113000,1,11:30,13:50,2:20,140,2,3,1,2,2,2,2,3,1,3,6,4,4,5,4,4,6,6,6,6,6,6,4,5,6,6,6,6,4,4,2,,,,,11,5,4,2,4,MA,,US,12,5,1,2,1,1
3,3,2,4,2,1,16,BOSTON,1,9,110000,1,11:00,13:50,2:50,170,3,3,1,2,2,1,2,2,1,3,4,4,4,5,4,4,4,4,3,6,6,6,5,5,6,6,6,5,5,4,2,,,,,11,4,5,2,4,MA,,US,12,2,0,0,1,1
3,3,2,4,2,1,16,BOSTON,1,9,123000,2,12:30,13:50,1:20,80,1,4,1,2,2,2,2,2,2,3,3,3,3,3,3,6,6,4,6,6,6,6,4,5,6,6,6,6,6,5,2,,,,,5,3,2,2,3,MA,2138,US,12,4,2,4,1,1
3,3,2,4,2,1,16,BOSTON,1,9,110000,1,11:00,13:50,2:50,170,5,9,1,2,1,2,2,1,2,0,0,5,3,4,4,2,2,3,6,5,6,3,4,5,6,5,4,5,3,0,0,,,,,12,0,0,0,3,MA,1604,US,12,3,1,4,1,1
3,3,2,4,2,1,16,BOSTON,1,9,122000,2,12:20,13:50,1:30,90,4,4,2,1,2,2,2,4,2,4,3,4,5,5,5,5,5,5,4,2,3,4,4,4,4,5,5,5,3,4,1,4,6,,,5,5,3,2,1,CA,94111,US,1,2,2,3,1,1
3,3,2,4,2,1,16,BOSTON,1,9,120000,2,12:00,13:50,1:50,110,1,4,2,1,1,1,2,2,2,5,3,3,5,5,5,6,6,6,6,6,6,6,4,5,6,6,6,4,5,5,2,,,,,5,5,3,2,3,MA,1460,US,12,3,1,0,1,1
3,3,2,4,2,1,16,BOSTON,1,9,10000,2,13:00,13:50,0:50,50,3,2,2,2,2,2,2,1,2,6,3,3,3,3,3,6,5,3,6,6,6,6,3,5,6,6,6,6,3,4,2,,,,,5,3,3,2,3,MA,2458,US,12,7,2,0,1,1
3,3,2,4,2,1,16,BOSTON,1,9,110000,1,11:00,13:50,2:50,170,4,2,1,2,1,2,2,3,2,5,2,2,2,3,3,3,3,3,3,3,3,3,0,5,5,5,5,5,5,3,2,,,,,5,5,5,2,3,MA,,US,12,2,1,4,1,1
3,3,2,4,2,1,16,BOSTON,1,9,103500,1,10:35,13:50,3:15,195,2,7,1,2,1,1,1,2,2,3,3,3,3,4,3,2,2,0,0,3,0,3,2,3,6,4,3,6,3,3,2,,,,,5,3,1,2,3,MA,2661,US,12,7,1,0,1,1
3,3,2,4,2,1,16,BOSTON,1,9,123000,2,12:30,13:50,1:20,80,5,2,2,2,2,2,2,3,2,5,6,6,4,4,4,6,6,3,6,6,6,6,5,5,6,6,6,6,6,0,0,,,,,12,0,0,0,1,CA,,US,90,3,1,1,1,1
3,3,2,4,2,1,16,BOSTON,1,9,113000,1,11:30,13:50,2:20,140,2,7,1,1,1,1,2,1,2,3,1,1,4,4,3,3,3,6,6,5,6,5,3,5,6,5,5,5,5,5,2,,,,,5,3,5,2,3,MA,1545,US,12,2,2,1,1,1
3,3,2,4,2,1,16,BOSTON,1,9,111500,1,11:15,13:50,2:35,155,2,7,1,1,1,0,0,2,2,3,4,4,3,3,4,6,6,6,6,6,6,6,4,5,6,6,6,5,5,4,2,,,,,5,2,5,2,3,MA,2152,US,12,6,2,4,1,1
3,3,2,4,2,1,16,BOSTON,1,9,115000,1,11:50,13:50,2:00,120,1,2,1,1,2,2,2,2,2,6,2,2,2,3,3,6,6,3,6,6,6,6,2,5,6,6,6,6,6,5,2,,,,,5,3,1,1,3,MA,2155,US,12,3,2,2,1,1
3,3,2,4,2,1,16,BOSTON,1,9,113000,1,11:30,13:50,2:20,140,8,9,1,1,1,2,2,2,2,4,0,0,4,5,3,4,4,5,0,5,0,5,4,5,0,5,4,0,4,5,2,,,,,12,4,1,1,3,MA,1905,US,12,7,1,2,1,1
3,3,2,4,2,1,16,BOSTON,1,9,113000,1,11:30,13:50,2:20,140,1,12,1,2,2,2,2,2,2,4,4,5,3,4,4,4,4,4,6,6,6,2,4,5,5,6,5,5,5,5,2,,,,,5,4,1,1,3,MA,1983,US,12,5,1,4,1,1
3,3,2,4,2,1,16,BOSTON,1,9,120000,2,12:00,13:50,1:50,110,1,6,1,2,1,2,2,1,2,3,3,2,3,6,5,6,6,4,4,6,6,6,3,5,6,6,6,4,6,5,2,,,,,5,3,1,1,3,MA,2184,US,12,4,2,4,1,1
3,3,2,4,2,1,16,BOSTON,1,9,115000,1,11:50,13:50,2:00,120,2,2,1,1,1,2,2,2,2,4,4,4,3,4,4,0,4,0,0,0,0,0,0,4,4,0,0,0,0,5,0,,,,,12,3,3,2,3,,,,99,5,2,0,1,1
3,3,2,4,2,1,16,BOSTON,1,9,113000,1,11:30,13:50,2:20,140,2,12,1,1,1,1,2,1,2,4,4,3,4,5,4,6,6,5,6,4,6,4,4,5,6,4,5,4,4,4,2,,,,,5,4,4,2,3,MA,1545,US,12,6,2,0,1,1
4,3,2,3,2,1,11,NEWARK,90,9,20000,2,14:00,15:45,1:45,105,4,3,1,2,2,2,2,2,1,4,4,5,4,5,5,4,4,4,6,5,6,6,5,5,6,5,6,4,5,5,2,,,,,11,5,5,2,4,NJ,8558,US,12,2,1,1,1,1
4,3,2,3,2,1,11,NEWARK,90,9,20000,2,14:00,15:45,1:45,105,1,3,1,2,1,1,2,3,1,3,5,5,4,4,5,5,5,4,6,6,5,6,0,5,6,6,6,4,4,5,2,,,,,11,5,4,2,4,NJ,8831,US,12,4,2,2,1,1
4,3,2,3,2,1,11,NEWARK,90,9,20500,2,14:05,15:45,1:40,100,3,3,2,2,2,0,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,0,,,,,11,3,3,2,4,NJ,7836,US,12,7,1,1,1,1
4,3,2,3,2,1,11,NEWARK,90,9,20500,2,14:05,15:45,1:40,100,3,3,2,2,2,2,2,1,2,3,3,6,4,4,4,6,6,6,6,6,6,6,4,5,6,6,6,4,5,4,2,,,,,11,6,6,2,4,NJ,7836,US,12,7,2,0,1,1
4,3,2,3,2,1,11,NEWARK,90,9,13000,2,13:30,15:45,2:15,135,1,8,1,2,1,2,2,2,2,3,4,4,4,4,4,6,6,6,6,6,6,6,4,3,4,6,6,4,3,4,1,4,5,,,5,5,4,2,3,NJ,8502,US,12,4,2,4,1,1
4,3,2,3,2,1,11,NEWARK,90,9,12000,2,13:20,15:45,2:25,145,2,2,1,2,1,2,2,2,2,4,3,3,3,4,4,6,6,3,6,6,6,6,3,4,6,6,6,4,5,5,2,,,,,5,3,4,2,3,NJ,8502,US,12,2,2,0,1,1
4,3,2,3,2,1,11,NEWARK,90,9,11500,2,13:15,15:45,2:30,150,1,2,2,2,2,1,2,3,2,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,0,0,4,3,5,2,,,,,12,4,4,2,3,NJ,7450,US,12,5,2,4,1,1
4,3,2,3,2,1,11,NEWARK,90,9,120000,2,12:00,15:45,3:45,225,2,9,1,0,1,2,2,1,2,3,3,3,4,4,5,3,3,4,6,4,6,4,4,4,6,4,4,3,4,4,2,,,,,12,5,5,1,3,NJ,8831,US,12,6,2,2,1,1
4,3,2,3,2,1,11,NEWARK,90,9,113000,1,11:30,15:45,4:15,255,2,9,1,2,1,1,2,1,2,3,4,2,3,5,4,6,6,4,6,2,6,2,2,3,6,3,3,3,2,3,2,,,,,9,2,2,1,3,NJ,8831,US,12,6,1,4,1,1
4,3,2,3,2,1,11,NEWARK,90,9,13000,2,13:30,15:45,2:15,135,1,4,1,1,1,2,2,1,2,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,5,5,5,2,3,NY,10013,US,12,7,1,4,1,1
4,3,2,3,2,1,11,NEWARK,90,9,20000,2,14:00,15:45,1:45,105,2,5,2,2,2,2,2,3,2,5,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,2,,,,,5,5,5,2,1,CA,94109,US,1,2,1,2,1,1
4,3,2,3,2,1,11,NEWARK,90,9,20000,2,14:00,15:45,1:45,105,1,6,1,3,3,2,2,1,2,4,0,0,0,0,0,0,0,6,6,6,6,6,3,3,6,6,6,6,3,4,2,,,,,5,5,4,1,3,NJ,7676,US,12,3,1,4,1,1
4,3,2,3,2,1,11,NEWARK,90,9,13000,2,13:30,15:45,2:15,135,6,9,1,1,1,2,2,1,2,4,5,5,5,5,5,4,4,5,5,5,0,5,5,5,5,5,5,5,5,5,2,,,,,9,5,3,2,3,NJ,7470,US,12,4,2,4,1,1
4,3,2,3,2,1,11,NEWARK,90,9,20000,2,14:00,15:45,1:45,105,1,3,2,2,2,2,2,3,2,4,4,4,2,3,4,4,4,4,6,4,6,3,4,2,6,2,3,3,2,3,1,4,4,,,11,4,3,2,4,NJ,,US,12,5,2,0,1,1
4,3,2,3,2,1,11,NEWARK,90,9,20000,2,14:00,15:45,1:45,105,1,4,1,0,0,2,2,2,2,4,4,4,3,3,2,3,3,4,4,3,3,3,3,4,3,3,3,4,4,5,2,,,,,5,5,5,2,3,NJ,8558,US,12,5,1,4,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,20000,2,14:00,17:00,3:00,180,1,4,1,1,1,2,2,2,1,5,4,4,5,5,4,6,6,5,6,6,6,6,4,4,6,6,6,4,5,5,2,,,,,5,5,4,2,3,TX,77008,US,11,3,1,3,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,30000,2,15:00,17:00,2:00,120,3,5,2,1,1,2,2,2,1,5,4,6,5,5,5,5,5,6,6,5,6,6,5,5,6,5,6,6,5,5,2,,,,,5,5,5,2,3,TX,77072,US,11,6,2,1,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,20000,2,14:00,17:00,3:00,180,2,5,1,2,1,2,2,2,1,2,4,4,5,5,5,4,4,6,6,5,6,6,4,5,6,5,6,4,5,5,2,,,,,12,5,5,2,3,TX,,US,11,3,2,2,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,35000,2,15:50,17:00,1:10,70,1,4,1,2,1,2,2,4,2,4,5,5,4,4,4,6,6,5,4,6,3,4,4,5,6,6,4,5,5,5,2,,,,,3,4,5,2,3,TX,77008,US,11,5,2,4,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,14500,2,13:45,17:00,3:15,195,1,9,1,2,1,2,1,1,2,4,3,3,3,3,3,3,3,3,6,3,6,3,3,3,6,3,3,3,3,3,2,,,,,2,3,1,1,3,TX,,US,11,3,2,4,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,41400,2,16:14,17:00,0:46,46,2,5,1,1,0,1,2,2,2,3,3,3,4,3,3,5,5,4,6,6,6,6,4,3,6,6,6,3,3,4,1,2,,,,13,3,3,2,2,CA,95206,US,10,3,1,1,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,30000,2,15:00,17:00,2:00,120,1,4,2,2,2,2,2,3,2,5,4,5,3,4,4,6,6,5,6,6,6,6,4,2,6,6,6,4,4,5,2,,,,,5,3,5,1,3,TX,77025,US,11,6,2,4,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,20000,2,14:00,17:00,3:00,180,6,3,0,0,1,1,2,2,2,4,4,4,4,4,4,3,3,6,6,6,6,6,4,3,6,4,6,4,3,3,2,,,,,11,4,6,2,4,OR,97365,US,10,6,2,2,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,34500,2,15:45,17:00,1:15,75,1,1,2,2,1,2,2,5,2,4,4,3,2,4,5,6,6,4,5,5,4,6,4,3,4,4,6,4,3,5,1,3,,,,5,3,3,2,1,CA,94114,US,1,4,1,4,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,33000,2,15:30,17:00,1:30,90,1,4,2,2,2,2,2,3,2,4,4,3,3,4,4,6,6,4,6,6,6,6,4,4,6,6,6,4,4,4,2,,,,,12,4,4,2,3,TX,77002,US,11,5,1,0,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,10000,2,13:00,17:00,4:00,240,1,9,2,1,1,1,2,1,2,3,3,3,4,4,6,6,6,6,6,3,6,3,3,3,6,4,4,4,4,3,2,,,,,12,4,2,2,3,TX,77001,US,11,6,1,0,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,30000,2,15:00,17:00,2:00,120,1,4,1,1,1,2,2,4,2,4,5,5,5,5,5,5,5,6,6,6,6,6,5,3,6,6,6,5,4,5,2,,,,,5,5,3,2,3,TX,77382,US,11,4,1,4,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,30000,2,15:00,17:00,2:00,120,1,5,2,1,2,0,0,2,2,4,3,3,3,4,4,6,4,6,6,6,6,6,4,3,6,6,6,6,3,5,2,,,,,5,3,4,2,3,TX,77005,US,11,5,1,4,1,1
1,4,3,3,3,1,11,HOUSTON,88,9,10000,2,13:00,17:00,4:00,240,5,6,1,1,1,1,2,1,2,5,3,4,6,5,4,4,4,6,6,6,6,6,4,5,6,6,6,6,6,5,2,,,,,7,5,4,1,1,CA,94040,US,4,6,2,1,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,23000,2,14:30,18:03,3:33,213,1,2,1,2,2,2,2,3,1,3,6,4,4,5,5,4,4,4,6,6,6,6,4,5,6,6,6,6,5,5,1,4,8,,,3,5,5,2,1,CA,,US,90,4,1,3,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,20000,2,14:00,18:03,4:03,243,1,3,2,1,1,2,2,3,1,3,4,4,4,5,5,4,4,6,6,6,6,6,5,5,6,6,6,3,5,5,2,,,,,11,5,4,2,4,OR,97420,US,10,6,1,3,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,25000,2,14:50,18:03,3:13,193,5,3,1,2,1,2,2,1,1,4,4,5,4,4,4,3,3,6,6,6,6,6,4,5,6,6,6,5,5,5,1,5,9,,,11,5,4,2,4,OR,97459,US,10,6,1,2,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,24900,2,14:49,18:03,3:14,194,5,3,1,1,1,2,2,2,2,3,3,3,6,3,4,6,6,6,6,6,6,6,3,5,6,6,6,4,5,5,1,4,8,,,11,5,6,2,4,OR,97459,US,10,6,2,2,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,20000,2,14:00,18:03,4:03,243,2,3,1,2,1,2,2,2,2,6,3,0,3,3,3,0,0,6,0,3,0,0,3,4,0,4,0,0,4,5,2,,,,,11,5,1,1,4,OR,97520,US,10,6,2,1,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,20000,2,14:00,18:03,4:03,243,2,3,1,0,0,2,2,1,2,4,4,4,4,4,4,4,4,6,6,6,6,6,3,3,6,6,6,3,3,4,2,,,,,11,3,2,1,4,OR,97520,US,10,6,2,2,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,40000,2,16:00,18:03,2:03,123,3,2,2,2,1,2,2,2,2,5,4,4,5,5,5,6,6,6,6,6,6,6,5,5,6,6,6,6,4,5,2,,,,,17,5,0,2,3,OR,97420,US,10,6,1,2,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,20000,2,14:00,18:03,4:03,243,2,3,1,2,1,2,2,1,2,3,4,4,4,4,4,4,4,6,6,6,6,6,4,5,6,6,6,5,5,4,2,,,,,11,5,3,2,4,OR,97520,US,10,7,2,2,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,44500,2,16:45,18:03,1:18,78,2,3,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,6,6,6,6,6,5,5,5,6,6,5,3,5,2,,,,,11,5,6,2,4,OR,97423,US,10,3,1,1,1,1
1,1,1,3,3,1,28,NORTH BEND,78,9,31500,2,15:15,18:03,2:48,168,1,3,2,1,1,1,2,2,2,4,4,3,5,5,5,6,5,6,6,6,6,6,5,5,6,6,6,4,5,5,2,,,,,11,5,6,2,4,OR,97420,US,10,6,2,3,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,31500,2,15:15,18:00,2:45,165,3,5,2,1,1,2,2,2,1,5,5,4,5,4,5,6,6,6,6,5,6,6,5,5,6,5,6,5,5,5,2,,,,,5,5,5,1,3,WA,98115,US,10,2,2,2,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,40000,2,16:00,18:00,2:00,120,4,6,1,2,2,2,2,3,1,5,6,6,3,4,4,6,6,5,6,6,6,6,4,5,6,6,6,4,4,5,2,,,,,5,5,4,2,1,CA,94118,US,1,2,2,1,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,41500,2,16:15,18:00,1:45,105,1,9,2,2,2,2,2,5,1,5,3,6,4,5,4,6,6,3,6,4,6,5,3,3,6,4,4,6,4,5,2,,,,,6,5,2,2,3,WA,98070,US,10,6,1,0,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,1,2,2,2,2,1,2,1,1,5,5,5,5,6,5,6,6,5,5,6,5,6,5,5,6,6,6,5,4,5,1,5,4,8,,23,5,5,2,2,CA,95616,US,10,6,1,3,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,33000,2,15:30,18:00,2:30,150,1,4,2,2,1,2,2,1,1,6,3,6,3,3,3,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,2,,,,,5,4,4,2,3,WA,98027,US,10,4,1,3,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,1,9,2,1,1,2,2,4,2,4,4,4,3,3,3,6,6,1,3,4,6,3,4,5,6,5,5,5,5,5,2,,,,,5,4,3,2,3,WA,98101,US,10,5,1,4,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,40000,2,16:00,18:00,2:00,120,8,7,2,0,1,1,2,1,2,5,5,5,4,4,5,3,3,4,4,6,6,6,4,5,6,6,6,5,6,5,2,,,,,5,5,5,2,3,WA,,US,10,2,2,1,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,34500,2,15:45,18:00,2:15,135,1,2,0,1,1,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,4,4,5,1,3,,,,5,5,5,2,3,WA,84144,US,10,4,2,2,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,40000,2,16:00,18:00,2:00,120,3,6,1,2,1,1,2,3,2,3,4,4,4,3,3,1,1,2,2,4,2,1,4,4,3,5,3,5,4,4,2,,,,,5,5,4,2,3,WA,98406,US,10,2,2,1,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,34500,2,15:45,18:00,2:15,135,3,4,2,2,2,2,2,1,2,4,3,4,5,4,5,4,4,4,6,6,6,6,4,5,6,6,6,4,4,5,2,,,,,5,5,5,2,3,NY,10522,US,12,4,2,3,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,40000,2,16:00,18:00,2:00,120,1,11,1,2,1,1,2,3,2,4,3,3,4,6,3,6,6,4,4,6,6,6,4,5,4,6,3,4,5,5,2,,,,,3,5,4,2,1,CA,94941,US,6,5,1,2,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,3,2,2,2,2,2,2,3,2,3,6,6,3,0,3,6,6,6,6,6,6,6,3,5,6,6,6,6,5,3,2,,,,,9,5,5,2,3,WA,98125,US,10,6,2,0,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,50000,2,17:00,18:00,1:00,60,1,6,2,2,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,,,,,7,5,5,2,3,WA,,US,10,4,2,0,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,1,9,2,2,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,2,,,,,7,5,2,0,3,WA,98008,US,10,4,1,0,1,1
1,3,2,1,2,1,29,PHILADELPHIA,29,6,114500,1,11:45,13:40,1:55,115,1,4,1,2,1,1,2,1,2,3,4,2,3,2,4,6,6,0,0,0,0,0,3,4,6,6,6,4,4,5,2,,,,,5,5,4,1,3,PA,19118,US,12,6,1,4,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,2,2,2,2,2,2,2,2,2,3,6,6,4,4,4,6,6,4,6,6,6,6,4,5,6,6,6,6,5,4,2,,,,,9,4,4,2,3,WA,98125,US,10,7,1,2,1,1
1,3,1,2,3,1,30,SEATTLE,51,9,43000,2,16:30,18:00,1:30,90,3,2,2,1,2,2,2,3,2,4,4,4,4,4,4,6,6,6,6,4,6,6,4,4,6,4,6,6,4,5,2,,,,,9,4,5,1,3,WA,98105,US,10,3,2,1,1,1
